0,57
0,26
0,28
0,24
0,25
1,41
1,59
1,35
1,42
1,36
1,38
1,37
1,39
1,40
1,58
2,91
2,88
2,70
2,86
2,71
3,67
3,66
3,63
3,68
3,92
3,64
3,65
3,61
3,90
3,62
4,107
4,100
4,117
4,109
4,99
5,97
5,116
5,96
5,113
5,94
5,115
5,111
5,95
5,114
5,112
6,175
6,122
6,120
6,123
6,119
6,121
7,129
7,176
7,125
7,128
7,126
7,127
8,178
8,138
8,135
8,140
8,177
8,133
8,137
8,139
8,134
8,136
8,141
9,163
9,160
9,159
9,179
9,161
9,158
9,162
9,180
9,157
9,156
9,164
10,195
10,197
10,196
10,199
10,238
11,206
11,208
11,213
11,207
11,214
11,211
11,239
11,209
11,212
11,240
12,255
12,256
12,257
12,258
12,297
13,262
13,266
13,263
13,299
13,298
13,267
13,261
13,265
13,264
13,260
14,315
14,314
14,356
14,317
14,316
15,357
15,320
15,321
15,323
15,324
15,322
15,325
15,319
15,326
15,358
16,360
16,366
16,376
16,364
16,365
17,374
17,377
17,369
17,373
17,371
17,370
18,388
18,406
18,409
18,389
18,404
19,410
19,380
19,385
19,386
19,381
19,383
19,382
19,379
19,384
19,408
20,425
20,427
20,435
20,417
20,418
21,433
21,414
21,430
21,412
21,413
21,415
21,434
21,429
21,432
21,431
22,437
22,450
22,461
22,451
22,449
23,454
23,455
23,462
23,458
23,459
23,456
24,472
24,474
24,464
24,484
24,473
25,478
25,477
25,479
25,481
25,485
25,482
26,515
26,505
26,487
26,503
26,504
27,513
27,508
27,514
27,510
27,516
27,511
28,556
28,545
28,546
28,544
28,547
29,569
29,585
29,567
29,570
29,566
29,568
30,637
30,611
30,615
30,610
30,614
30,613
31,633
31,617
31,638
31,635
31,618
32,642
32,639
32,643
32,641
32,674
32,640
33,655
33,657
33,654
33,675
33,656
34,676
34,661
34,660
34,659
34,662
34,663
