0,10
0,9
0,8
0,7
0,6
0,5
0,4
0,3
0,2
0,1
0,0
1,32
1,36
1,20
1,55
1,52
1,54
1,58
1,22
1,25
1,31
1,56
1,51
1,21
1,27
1,30
1,15
1,26
1,17
1,34
1,46
1,49
1,43
1,14
1,24
1,39
1,11
1,50
1,16
1,23
1,28
1,53
1,40
1,12
1,37
1,38
1,35
1,44
1,33
1,57
1,47
1,48
1,29
1,19
1,13
1,18
1,41
1,42
1,45
2,69
2,61
2,88
2,86
2,82
2,78
2,67
2,77
2,65
2,68
2,89
2,84
2,64
2,63
2,81
2,79
2,76
2,80
2,72
2,83
2,60
2,74
2,59
2,71
2,73
2,85
2,87
2,62
2,66
2,70
2,75
3,104
3,93
3,92
3,109
3,112
3,96
3,97
3,106
3,91
3,108
3,100
3,111
3,105
3,107
3,103
3,101
3,90
3,94
3,110
3,99
3,98
3,102
3,95
4,135
4,164
4,167
4,154
4,149
4,141
4,116
4,146
4,166
4,170
4,160
4,124
4,155
4,128
4,127
4,162
4,145
4,169
4,168
4,158
4,132
4,157
4,117
4,113
4,140
4,150
4,125
4,143
4,131
4,156
4,147
4,137
4,118
4,114
4,151
4,115
4,120
4,144
4,130
4,159
4,133
4,161
4,119
4,129
4,163
4,138
4,165
4,136
4,139
4,152
4,121
4,142
4,126
4,148
4,122
4,134
4,153
4,123
5,176
5,201
5,209
5,212
5,204
5,226
5,200
5,185
5,208
5,210
5,188
5,179
5,197
5,225
5,228
5,207
5,173
5,220
5,172
5,182
5,199
5,178
5,215
5,203
5,221
5,224
5,187
5,195
5,227
5,180
5,206
5,174
5,211
5,218
5,190
5,196
5,177
5,183
5,205
5,213
5,194
5,202
5,171
5,223
5,217
5,219
5,216
5,186
5,214
5,181
5,222
5,191
5,184
5,175
5,189
5,193
5,198
5,192
6,261
6,281
6,260
6,238
6,252
6,283
6,280
6,229
6,233
6,250
6,244
6,259
6,242
6,246
6,257
6,262
6,235
6,284
6,234
6,263
6,249
6,270
6,237
6,232
6,266
6,239
6,275
6,243
6,256
6,282
6,278
6,276
6,245
6,267
6,236
6,231
6,253
6,247
6,251
6,277
6,274
6,230
6,272
6,269
6,279
6,258
6,271
6,240
6,268
6,241
6,285
6,248
6,264
6,254
6,273
6,265
6,255
7,296
7,340
7,306
7,312
7,311
7,293
7,319
7,339
7,316
7,303
7,298
7,287
7,304
7,299
7,308
7,286
7,291
7,315
7,317
7,323
7,309
7,322
7,336
7,297
7,301
7,332
7,329
7,335
7,321
7,302
7,342
7,292
7,307
7,310
7,338
7,328
7,324
7,288
7,330
7,318
7,326
7,300
7,314
7,320
7,333
7,295
7,334
7,290
7,294
7,289
7,325
7,327
7,305
7,337
7,331
7,341
7,313
8,349
8,344
8,343
8,350
8,347
8,357
8,352
8,360
8,348
8,355
8,345
8,356
8,353
8,346
8,359
8,358
8,351
8,354
9,364
9,382
9,376
9,374
9,369
9,384
9,390
9,371
9,379
9,370
9,363
9,368
9,361
9,383
9,388
9,373
9,386
9,385
9,378
9,381
9,372
9,389
9,387
9,362
9,375
9,366
9,380
9,365
9,377
9,367
9,391
10,392
10,397
10,413
10,402
10,393
10,400
10,410
10,412
10,395
10,407
10,408
10,394
10,414
10,404
10,399
10,398
10,406
10,403
10,409
10,405
10,411
10,401
10,396
11,419
11,424
11,418
11,434
11,437
11,421
11,432
11,427
11,439
11,415
11,436
11,431
11,435
11,433
11,423
11,425
11,416
11,417
11,420
11,430
11,429
11,422
11,426
11,438
11,428
11,440
12,461
12,455
12,446
12,460
12,459
12,453
12,444
12,441
12,456
12,447
12,449
12,443
12,442
12,448
12,462
12,454
12,451
12,458
12,445
12,452
12,450
12,457
13,467
13,482
13,472
13,477
13,485
13,491
13,490
13,476
13,486
13,466
13,474
13,470
13,483
13,487
13,463
13,488
13,492
13,471
13,481
13,473
13,468
13,465
13,479
13,464
13,489
13,480
13,484
13,469
13,475
13,478
14,496
14,503
14,505
14,506
14,493
14,497
14,500
14,498
14,495
14,494
14,502
14,504
14,499
14,501
15,509
15,513
15,518
15,507
15,510
15,520
15,514
15,519
15,516
15,512
15,508
15,515
15,517
15,511
16,524
16,534
16,529
16,532
16,530
16,531
16,522
16,525
16,523
16,526
16,527
16,521
16,533
16,528
17,539
17,543
17,535
17,542
17,540
17,538
17,537
17,541
17,544
17,536
18,546
18,550
18,559
18,560
18,553
18,549
18,564
18,547
18,551
18,562
18,556
18,558
18,554
18,552
18,555
18,545
18,563
18,548
18,557
18,561
19,568
19,569
19,567
19,565
19,566
20,585
20,572
20,576
20,575
20,573
20,571
20,580
20,581
20,574
20,583
20,570
20,579
20,584
20,577
20,582
20,578
21,590
21,586
21,588
21,587
21,589
22,595
22,608
22,616
22,603
22,613
22,596
22,610
22,618
22,605
22,609
22,591
22,619
22,612
22,600
22,601
22,615
22,606
22,602
22,598
22,599
22,593
22,611
22,614
22,617
22,594
22,604
22,607
22,597
22,592
23,628
23,623
23,636
23,641
23,646
23,625
23,640
23,635
23,650
23,621
23,645
23,638
23,648
23,647
23,631
23,632
23,643
23,634
23,652
23,630
23,629
23,637
23,649
23,624
23,655
23,627
23,622
23,639
23,642
23,654
23,644
23,626
23,620
23,633
23,651
23,653
24,657
24,658
24,659
24,663
24,664
24,662
24,661
24,660
24,656
