0,9
0,8
0,7
0,6
0,5
0,4
0,3
0,2
0,1
0,0
1,29
1,53
1,44
1,40
1,39
1,38
1,42
1,57
1,37
1,11
1,31
1,55
1,18
1,46
1,12
1,23
1,28
1,22
1,50
1,20
1,54
1,59
1,26
1,13
1,48
1,47
1,58
1,27
1,14
1,51
1,45
1,21
1,15
1,17
1,19
1,52
1,30
1,56
1,24
1,32
1,36
1,25
1,49
1,35
1,34
1,33
1,41
1,16
1,10
1,43
2,89
2,60
2,64
2,67
2,86
2,69
2,76
2,61
2,82
2,62
2,84
2,87
2,88
2,68
2,78
2,85
2,73
2,72
2,91
2,90
2,79
2,92
2,63
2,75
2,77
2,66
2,70
2,81
2,65
2,83
2,80
2,71
2,74
3,113
3,107
3,95
3,108
3,101
3,103
3,93
3,97
3,117
3,114
3,106
3,116
3,105
3,104
3,112
3,100
3,94
3,98
3,96
3,111
3,109
3,102
3,99
3,115
3,110
4,154
4,129
4,171
4,141
4,174
4,156
4,150
4,128
4,175
4,118
4,170
4,165
4,164
4,158
4,131
4,145
4,124
4,135
4,169
4,168
4,167
4,149
4,146
4,119
4,130
4,120
4,157
4,153
4,127
4,121
4,178
4,123
4,126
4,143
4,136
4,172
4,134
4,151
4,137
4,176
4,142
4,180
4,122
4,161
4,133
4,152
4,166
4,148
4,140
4,159
4,139
4,162
4,144
4,160
4,155
4,147
4,179
4,163
4,173
4,132
4,125
4,138
4,177
5,231
5,238
5,215
5,232
5,185
5,223
5,181
5,233
5,205
5,211
5,216
5,230
5,221
5,234
5,212
5,195
5,229
5,184
5,193
5,228
5,222
5,188
5,237
5,189
5,224
5,219
5,182
5,204
5,217
5,202
5,201
5,206
5,192
5,240
5,186
5,235
5,196
5,236
5,239
5,187
5,194
5,226
5,214
5,190
5,207
5,218
5,209
5,213
5,208
5,220
5,225
5,200
5,198
5,183
5,203
5,197
5,199
5,210
5,191
5,227
6,266
6,246
6,283
6,256
6,286
6,278
6,263
6,298
6,249
6,260
6,275
6,297
6,265
6,245
6,254
6,242
6,268
6,282
6,267
6,272
6,291
6,247
6,299
6,281
6,273
6,276
6,251
6,289
6,243
6,294
6,293
6,269
6,274
6,284
6,295
6,241
6,279
6,258
6,252
6,261
6,253
6,255
6,262
6,280
6,277
6,292
6,264
6,288
6,244
6,248
6,250
6,290
6,287
6,296
6,257
6,285
6,259
6,270
6,271
7,338
7,348
7,352
7,333
7,342
7,332
7,330
7,340
7,301
7,331
7,311
7,318
7,334
7,343
7,353
7,354
7,358
7,326
7,314
7,310
7,316
7,347
7,312
7,300
7,356
7,346
7,357
7,335
7,313
7,319
7,322
7,336
7,351
7,324
7,305
7,350
7,341
7,315
7,349
7,321
7,304
7,306
7,302
7,320
7,307
7,303
7,329
7,327
7,355
7,328
7,323
7,325
7,309
7,317
7,345
7,344
7,339
7,337
7,308
8,377
8,374
8,376
8,363
8,369
8,368
8,360
8,375
8,372
8,370
8,359
8,366
8,371
8,361
8,373
8,365
8,364
8,362
8,367
9,389
9,384
9,380
9,390
9,381
9,391
9,408
9,399
9,396
9,400
9,407
9,403
9,388
9,405
9,392
9,378
9,393
9,387
9,398
9,395
9,410
9,402
9,406
9,394
9,401
9,404
9,397
9,379
9,383
9,385
9,382
9,409
9,386
10,415
10,418
10,429
10,426
10,428
10,412
10,417
10,422
10,420
10,427
10,414
10,421
10,434
10,431
10,413
10,423
10,416
10,435
10,425
10,424
10,411
10,433
10,430
10,432
10,419
11,454
11,442
11,437
11,455
11,444
11,447
11,453
11,440
11,450
11,452
11,456
11,446
11,443
11,459
11,457
11,448
11,439
11,462
11,460
11,451
11,438
11,461
11,445
11,449
11,458
11,436
11,441
12,463
12,479
12,475
12,465
12,485
12,474
12,481
12,470
12,484
12,468
12,466
12,473
12,476
12,478
12,469
12,464
12,472
12,477
12,480
12,482
12,467
12,483
12,471
13,487
13,492
13,505
13,500
13,516
13,495
13,510
13,504
13,494
13,512
13,497
13,493
13,486
13,514
13,508
13,509
13,513
13,515
13,499
13,488
13,502
13,491
13,496
13,498
13,507
13,511
13,503
13,489
13,501
13,490
13,506
14,524
14,520
14,521
14,527
14,525
14,518
14,519
14,517
14,522
14,526
14,528
14,529
14,523
15,541
15,542
15,540
15,539
15,538
15,530
15,535
15,534
15,536
15,533
15,532
15,531
15,537
16,544
16,547
16,551
16,553
16,554
16,555
16,548
16,549
16,543
16,550
16,546
16,552
16,556
16,545
17,561
17,565
17,559
17,558
17,563
17,557
17,562
17,564
17,560
18,576
18,585
18,575
18,574
18,573
18,567
18,572
18,583
18,569
18,570
18,571
18,584
18,582
18,581
18,580
18,568
18,566
18,577
18,579
18,578
19,588
19,587
19,589
19,586
20,592
20,591
20,603
20,601
20,594
20,595
20,604
20,596
20,590
20,600
20,593
20,598
20,597
20,599
20,602
21,607
21,608
21,605
21,606
22,625
22,611
22,620
22,622
22,612
22,628
22,618
22,633
22,636
22,630
22,637
22,638
22,626
22,623
22,610
22,617
22,615
22,614
22,631
22,635
22,613
22,627
22,629
22,634
22,632
22,619
22,621
22,624
22,609
22,616
23,657
23,651
23,664
23,649
23,654
23,645
23,650
23,662
23,676
23,659
23,652
23,639
23,643
23,648
23,669
23,653
23,666
23,668
23,656
23,667
23,663
23,672
23,675
23,674
23,660
23,655
23,673
23,640
23,641
23,658
23,671
23,646
23,670
23,647
23,665
23,644
23,661
23,642
24,677
24,682
24,680
24,678
24,681
24,683
24,684
24,679
