0,42
0,41
0,40
0,43
0,44
0,45
1,53
1,54
1,51
1,52
1,49
1,50
2,63
2,62
2,60
2,61
2,59
2,58
3,66
3,67
3,68
3,70
3,69
3,71
4,95
4,94
4,91
4,92
4,90
4,93
5,98
5,101
5,100
5,102
5,99
5,103
6,110
6,111
6,107
6,109
6,106
6,108
7,117
7,118
7,119
7,116
7,120
7,115
8,125
8,129
8,128
8,124
8,127
8,126
9,135
9,137
9,136
9,140
9,139
9,138
10,147
10,151
10,150
10,146
10,148
10,149
11,157
11,155
11,154
11,158
11,159
11,156
12,165
12,161
12,163
12,162
12,166
12,164
13,174
13,172
13,170
13,173
13,171
13,169
14,191
14,195
14,192
14,196
14,194
14,193
15,206
15,203
15,205
15,208
15,207
15,204
16,216
16,214
16,212
16,211
16,213
16,215
