0,1
0,0
1,3
1,2
2,7
2,6
2,5
2,4
3,11
3,10
3,9
3,8
4,14
4,13
4,12
4,15
4,16
5,19
5,20
5,17
5,21
5,18
6,27
6,24
6,26
6,23
6,22
6,28
6,25
7,33
7,32
7,31
7,29
7,35
7,30
7,34
8,42
8,37
8,40
8,38
8,41
8,36
8,39
9,46
9,48
9,47
9,45
9,44
9,49
9,43
10,57
10,58
10,56
10,50
10,55
10,53
10,52
10,54
10,51
11,59
11,60
11,64
11,67
11,61
11,62
11,65
11,63
11,66
12,71
12,74
12,75
12,68
12,73
12,72
12,70
12,69
13,82
13,81
13,78
13,76
13,80
13,79
13,83
13,77
14,84
14,87
14,85
14,86
15,91
15,88
15,89
15,90
16,96
16,94
16,92
16,95
16,93
16,97
17,100
17,98
17,102
17,101
17,103
17,99
18,107
18,105
18,108
18,111
18,106
18,110
18,104
18,109
19,112
19,117
19,114
19,113
19,119
19,116
19,118
19,115
20,128
20,126
20,124
20,125
20,122
20,127
20,120
20,123
20,121
21,134
21,131
21,137
21,133
21,130
21,132
21,135
21,129
21,136
22,144
22,145
22,138
22,147
22,148
22,141
22,143
22,142
22,146
22,140
22,139
23,155
23,149
23,158
23,151
23,159
23,153
23,154
23,157
23,150
23,156
23,152
24,164
24,162
24,171
24,168
24,160
24,173
24,165
24,172
24,161
24,163
24,169
24,166
24,170
24,167
25,179
25,178
25,185
25,180
25,181
25,183
25,174
25,186
25,184
25,182
25,176
25,175
25,177
25,187
26,191
26,192
26,188
26,189
26,190
27,194
27,195
27,198
27,193
27,199
27,197
27,196
28,201
28,203
28,210
28,209
28,207
28,204
28,202
28,206
28,200
28,208
28,205
29,217
29,211
29,214
29,222
29,215
29,218
29,221
29,212
29,223
29,220
29,219
29,216
29,213
30,224
30,230
30,228
30,225
30,231
30,229
30,227
30,226
