1,0,0,2.6157000000000004
0,1,0,2.615599999999999
1,0,0,2.6155999999999997
1,0,0,2.6156707457170523
1,0,0,2.6157573473088047
0,1,0,2.6155999999999997
1,0,0,2.6156707457170523
1,0,0,2.6157573473088047
1,0,0,2.615599999999999
1,0,0,2.6156707457170523
1,0,0,2.6156000000000006
1,0,0,2.6157573473088056
0,1,0,2.615599999999999
1,0,0,2.6156707457170523
1,0,0,2.6156000000000006
1,0,0,2.6157573473088056
1,0,0,2.6157000000000004
1,0,0,2.615620744679931
1,0,0,2.6156999999999995
1,0,0,2.6156207446799318
1,0,0,2.6156999999999995
1,0,0,2.6157073479271338
0,1,0,2.6157000000000004
1,0,0,2.615620744679931
1,0,0,2.6156999999999995
1,0,0,2.6156207446799318
1,0,0,2.6156999999999995
1,0,0,2.6157073479271338
1,0,0,2.6157000000000004
1,0,0,2.6156207446799318
1,0,0,2.6156207446799318
1,0,0,2.6156207446799318
1,0,0,2.6156707457170523
1,0,0,2.6157073479271338
0,1,0,2.6157000000000004
1,0,0,2.6156207446799318
1,0,0,2.6156207446799318
1,0,0,2.6156207446799318
1,0,0,2.6156707457170523
1,0,0,2.6157073479271338
1,0,0,2.6157573473088056
1,0,0,2.6156707457170523
1,0,0,2.6156000000000006
1,0,0,2.6156000000000006
1,0,0,2.6157573473088056
1,0,0,2.6156707457170523
1,0,0,2.615599999999999
1,0,0,2.615757347308806
1,0,0,2.6156707457170527
1,0,0,2.6157573473088056
1,0,0,2.6156707457170523
1,0,0,2.6156000000000006
1,0,0,2.6156000000000006
1,0,0,2.6157573473088056
1,0,0,2.6156707457170523
1,0,0,2.615599999999999
0,1,0,2.615757347308806
1,0,0,2.6156707457170527
0,1,0,2.6157073479271347
1,0,0,2.6156207446799318
1,0,0,2.6157000000000004
1,0,0,2.6157000000000004
1,0,0,2.6157073479271338
1,0,0,2.615620744679931
1,0,0,2.6157000000000004
1,0,0,2.615707347927134
0,1,0,2.6157073479271347
1,0,0,2.6156207446799318
1,0,0,2.6157000000000004
1,0,0,2.6157000000000004
1,0,0,2.6157073479271338
1,0,0,2.615620744679931
1,0,0,2.6157000000000004
0,1,0,2.615707347927134
1,0,0,2.6156999999999986
1,0,0,2.6156207446799327
0,1,0,2.6157000000000004
0,1,0,2.6156999999999986
1,0,0,2.6156207446799327
0,1,0,2.6157000000000004
1,0,0,2.6157000000000004
1,0,0,2.6156207446799318
1,0,0,2.6157073479271338
1,0,0,2.6156207446799318
1,0,0,2.615670745717052
0,1,0,2.6157000000000004
1,0,0,2.6156207446799318
1,0,0,2.6157073479271338
1,0,0,2.6156207446799318
1,0,0,2.615670745717052
0,0,1,2.6155999999999997
0,0,1,2.61593055335955
0,0,1,2.61593055335955
0,0,1,2.615584145081171
0,0,1,2.615584145081171
0,0,1,2.6155999999999997
1,0,0,2.6156707457170523
1,0,0,2.6156207446799318
0,0,1,2.6155999999999997
0,0,1,2.61593055335955
0,0,1,2.61593055335955
0,0,1,2.615584145081171
0,0,1,2.615584145081171
0,0,1,2.6155999999999997
1,0,0,2.6156707457170523
0,1,0,2.6156207446799318
0,0,1,2.6156000000000006
0,0,1,2.615843949856337
0,0,1,2.615843949856336
0,0,1,2.6156707457170514
0,0,1,2.6156707457170505
0,0,1,2.6156000000000006
1,0,0,2.6156707457170523
1,0,0,2.6157073479271338
1,0,0,2.6157000000000004
0,0,1,2.6156000000000006
0,0,1,2.615843949856337
0,0,1,2.615843949856336
0,0,1,2.6156707457170514
0,0,1,2.6156707457170505
0,0,1,2.6156000000000006
1,0,0,2.6156707457170523
0,1,0,2.6157073479271338
1,0,0,2.6157000000000004
1,0,0,2.6157073479271338
1,0,0,2.615620744679931
1,0,0,2.6157000000000004
1,0,0,2.6157000000000004
1,0,0,2.6157073479271347
1,0,0,2.6156207446799318
1,0,0,2.6157000000000012
1,0,0,2.615707347927134
1,0,0,2.6156207446799313
1,0,0,2.6157000000000004
1,0,0,2.6156207446799313
1,0,0,2.6157073479271338
1,0,0,2.615620744679931
1,0,0,2.6157000000000004
1,0,0,2.6157000000000004
1,0,0,2.6157073479271347
1,0,0,2.6156207446799318
1,0,0,2.6157000000000012
0,1,0,2.615707347927134
1,0,0,2.6156207446799313
1,0,0,2.6157000000000004
1,0,0,2.6156207446799313
0,0,1,2.6157000000000004
