4,0.2175,8.8112,-3.0812,1,0,0,0,1,0,0,0,0,1,0
2,0.2175,8.8112,-3.0812,1,0,0,0,0,1,0,0,0,1,0
3,0.2794,13.9761,-10.0415,0,1,0,0,0,0,1,0,0,0,1
1,0.2794,13.9761,-10.0415,0,1,0,0,0,0,0,1,0,0,1
4,0.1522,7.6315,-7.6253,0,0,1,0,1,0,0,0,0,1,0
2,0.2231,7.6315,-7.6253,1,0,0,0,0,1,0,0,0,1,0
4,0.0355,7.6315,-7.6253,1,0,0,0,1,0,0,0,0,1,0
4,0.0355,7.6315,-7.6253,1,0,0,0,1,0,0,0,0,1,0
3,0.1515,7.6315,-7.6253,0,0,0,1,0,0,1,0,0,0,1
1,0.296,7.6315,-7.6253,0,1,0,0,0,0,0,1,0,0,1
4,0.0723,7.6315,-7.6253,1,0,0,0,1,0,0,0,0,1,0
4,0.0723,7.6315,-7.6253,1,0,0,0,1,0,0,0,0,1,0
4,0.1521,9.9693,-9.1548,0,0,1,0,1,0,0,0,0,1,0
2,0.2231,9.9693,-9.1548,1,0,0,0,0,1,0,0,0,1,0
4,0.0329,9.9693,-9.1548,0,1,0,0,1,0,0,0,0,1,0
4,0.0027,9.9693,-9.1548,1,0,0,0,1,0,0,0,0,1,0
4,0.0355,9.9693,-9.1548,1,0,0,0,1,0,0,0,0,1,0
3,0.1511,9.9693,-9.1548,0,0,0,1,0,0,1,0,0,0,1
1,0.296,9.9693,-9.1548,0,1,0,0,0,0,0,1,0,0,1
4,0.0645,9.9693,-9.1548,0,1,0,0,1,0,0,0,0,1,0
4,0.0082,9.9693,-9.1548,1,0,0,0,1,0,0,0,0,1,0
4,0.0722,9.9693,-9.1548,1,0,0,0,1,0,0,0,0,1,0
4,0.1519,11.2251,-9.3616,0,0,1,0,1,0,0,0,0,1,0
2,0.2232,11.2251,-9.3616,1,0,0,0,0,1,0,0,0,1,0
4,0.0329,11.2251,-9.3616,0,1,0,0,1,0,0,0,0,1,0
4,0.0027,11.2251,-9.3616,1,0,0,0,1,0,0,0,0,1,0
4,0.0304,11.2251,-9.3616,0,0,1,0,1,0,0,0,0,1,0
4,0.0026,11.2251,-9.3616,1,0,0,0,1,0,0,0,0,1,0
4,0.0026,11.2251,-9.3616,1,0,0,0,1,0,0,0,0,1,0
3,0.1502,11.2251,-9.3616,0,0,0,1,0,0,1,0,0,0,1
1,0.2961,11.2251,-9.3616,0,1,0,0,0,0,0,1,0,0,1
4,0.0645,11.2251,-9.3616,0,1,0,0,1,0,0,0,0,1,0
4,0.0082,11.2251,-9.3616,1,0,0,0,1,0,0,0,0,1,0
4,0.0576,11.2251,-9.3616,0,0,1,0,1,0,0,0,0,1,0
4,0.0078,11.2251,-9.3616,1,0,0,0,1,0,0,0,0,1,0
4,0.0078,11.2251,-9.3616,1,0,0,0,1,0,0,0,0,1,0
4,0.1519,11.9261,-12.8163,0,0,1,0,1,0,0,0,0,1,0
2,0.2232,11.9261,-12.8163,1,0,0,0,0,1,0,0,0,1,0
4,0.0282,11.9261,-12.8163,0,0,0,1,1,0,0,0,0,1,0
4,0.0025,11.9261,-12.8163,1,0,0,0,1,0,0,0,0,1,0
4,0.0355,11.9261,-12.8163,1,0,0,0,1,0,0,0,0,1,0
4,0.0025,11.9261,-12.8163,1,0,0,0,1,0,0,0,0,1,0
4,0.0025,11.9261,-12.8163,1,0,0,0,1,0,0,0,0,1,0
3,0.1503,11.9261,-12.8163,0,0,0,1,0,0,1,0,0,0,1
1,0.2961,11.9261,-12.8163,0,1,0,0,0,0,0,1,0,0,1
4,0.0516,11.9261,-12.8163,0,0,0,1,1,0,0,0,0,1,0
4,0.0073,11.9261,-12.8163,1,0,0,0,1,0,0,0,0,1,0
4,0.0722,11.9261,-12.8163,1,0,0,0,1,0,0,0,0,1,0
4,0.0073,11.9261,-12.8163,1,0,0,0,1,0,0,0,0,1,0
4,0.0073,11.9261,-12.8163,1,0,0,0,1,0,0,0,0,1,0
4,0.152,9.1438,-9.3544,0,0,1,0,1,0,0,0,0,1,0
4,0.0304,9.1438,-9.3544,0,0,1,0,1,0,0,0,0,1,0
4,0.0025,9.1438,-9.3544,0,1,0,0,1,0,0,0,0,1,0
4,0.0025,9.1438,-9.3544,0,1,0,0,1,0,0,0,0,1,0
4,0.0001,9.1438,-9.3544,0,1,0,0,1,0,0,0,0,1,0
4,0.0001,9.1438,-9.3544,0,1,0,0,1,0,0,0,0,1,0
4,0.0,9.1438,-9.3544,0,1,0,0,1,0,0,0,0,1,0
2,0.2232,9.1438,-9.3544,1,0,0,0,0,1,0,0,0,1,0
4,0.0355,9.1438,-9.3544,1,0,0,0,1,0,0,0,0,1,0
3,0.1507,9.1438,-9.3544,0,0,0,1,0,0,1,0,0,0,1
4,0.0576,9.1438,-9.3544,0,0,1,0,1,0,0,0,0,1,0
